,Entity Name,Plant Name,Nameplate Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Operating Month,Operating Year,Plant State,Age,emmR,emmF
0,Alabama Power Co,Bankhead Dam,53.9,Conventional Hydroelectric,WAT,HY,7.0,1963.0,AL,56.0,0.0,0.0
1,Alabama Power Co,Barry,153.1,Natural Gas Steam Turbine,NG,ST,2.0,1954.0,AL,65.0,0.059,9.0329
2,Alabama Power Co,Barry,153.1,Natural Gas Steam Turbine,NG,ST,7.0,1954.0,AL,65.0,0.059,9.0329
3,Alabama Power Co,Barry,403.7,Conventional Steam Coal,BIT,ST,12.0,1969.0,AL,50.0,0.1,40.370000000000005
4,Alabama Power Co,Barry,788.8,Conventional Steam Coal,BIT,ST,10.0,1971.0,AL,48.0,0.1,78.88
5,Alabama Power Co,Barry,170.1,Natural Gas Fired Combined Cycle,NG,CT,5.0,2000.0,AL,19.0,0.059,10.0359
6,Alabama Power Co,Barry,170.1,Natural Gas Fired Combined Cycle,NG,CT,5.0,2000.0,AL,19.0,0.059,10.0359
7,Alabama Power Co,Barry,195.2,Natural Gas Fired Combined Cycle,NG,CA,5.0,2000.0,AL,19.0,0.059,11.516799999999998
8,Alabama Power Co,Barry,170.1,Natural Gas Fired Combined Cycle,NG,CT,5.0,2000.0,AL,19.0,0.059,10.0359
9,Alabama Power Co,Barry,170.1,Natural Gas Fired Combined Cycle,NG,CT,5.0,2000.0,AL,19.0,0.059,10.0359
10,Alabama Power Co,Barry,195.2,Natural Gas Fired Combined Cycle,NG,CA,5.0,2000.0,AL,19.0,0.059,11.516799999999998
11,Alabama Power Co,Walter Bouldin Dam,75.0,Conventional Hydroelectric,WAT,HY,7.0,1967.0,AL,52.0,0.0,0.0
12,Alabama Power Co,Walter Bouldin Dam,75.0,Conventional Hydroelectric,WAT,HY,8.0,1967.0,AL,52.0,0.0,0.0
13,Alabama Power Co,Walter Bouldin Dam,75.0,Conventional Hydroelectric,WAT,HY,8.0,1967.0,AL,52.0,0.0,0.0
14,Alabama Power Co,Gadsden,69.0,Natural Gas Steam Turbine,NG,ST,4.0,1949.0,AL,70.0,0.059,4.071
15,Alabama Power Co,Gadsden,69.0,Natural Gas Steam Turbine,NG,ST,7.0,1949.0,AL,70.0,0.059,4.071
16,El Paso Electric Co,Copper,86.9,Natural Gas Fired Combustion Turbine,NG,GT,7.0,1980.0,TX,39.0,0.059,5.1271
17,Alabama Power Co,Greene County,299.2,Natural Gas Steam Turbine,NG,ST,6.0,1965.0,AL,54.0,0.059,17.6528
18,Alabama Power Co,Greene County,269.2,Natural Gas Steam Turbine,NG,ST,7.0,1966.0,AL,53.0,0.059,15.882799999999998
19,Alabama Power Co,Greene County,80.0,Natural Gas Fired Combustion Turbine,NG,GT,5.0,1996.0,AL,23.0,0.059,4.72
20,Alabama Power Co,Greene County,80.0,Natural Gas Fired Combustion Turbine,NG,GT,5.0,1996.0,AL,23.0,0.059,4.72
21,Alabama Power Co,Greene County,80.0,Natural Gas Fired Combustion Turbine,NG,GT,5.0,1995.0,AL,24.0,0.059,4.72
22,Alabama Power Co,Greene County,80.0,Natural Gas Fired Combustion Turbine,NG,GT,5.0,1995.0,AL,24.0,0.059,4.72
23,Alabama Power Co,Greene County,80.0,Natural Gas Fired Combustion Turbine,NG,GT,5.0,1995.0,AL,24.0,0.059,4.72
24,Alabama Power Co,Greene County,80.0,Natural Gas Fired Combustion Turbine,NG,GT,5.0,1995.0,AL,24.0,0.059,4.72
25,Alabama Power Co,Greene County,80.0,Natural Gas Fired Combustion Turbine,NG,GT,5.0,1995.0,AL,24.0,0.059,4.72
26,Alabama Power Co,Greene County,80.0,Natural Gas Fired Combustion Turbine,NG,GT,5.0,1996.0,AL,23.0,0.059,4.72
27,Alabama Power Co,Greene County,80.0,Natural Gas Fired Combustion Turbine,NG,GT,5.0,1996.0,AL,23.0,0.059,4.72
28,Alabama Power Co,H Neely Henry Dam,24.3,Conventional Hydroelectric,WAT,HY,6.0,1966.0,AL,53.0,0.0,0.0
29,Alabama Power Co,H Neely Henry Dam,24.3,Conventional Hydroelectric,WAT,HY,6.0,1966.0,AL,53.0,0.0,0.0
30,Alabama Power Co,H Neely Henry Dam,24.3,Conventional Hydroelectric,WAT,HY,6.0,1966.0,AL,53.0,0.0,0.0
31,Alabama Power Co,Holt Dam,46.9,Conventional Hydroelectric,WAT,HY,8.0,1968.0,AL,51.0,0.0,0.0
32,Alabama Power Co,Jordan Dam,25.0,Conventional Hydroelectric,WAT,HY,1.0,1929.0,AL,90.0,0.0,0.0
33,Alabama Power Co,Jordan Dam,25.0,Conventional Hydroelectric,WAT,HY,1.0,1929.0,AL,90.0,0.0,0.0
34,Alabama Power Co,Jordan Dam,25.0,Conventional Hydroelectric,WAT,HY,1.0,1929.0,AL,90.0,0.0,0.0
35,Alabama Power Co,Jordan Dam,25.0,Conventional Hydroelectric,WAT,HY,1.0,1929.0,AL,90.0,0.0,0.0
36,Alabama Power Co,Logan Martin Dam,42.7,Conventional Hydroelectric,WAT,HY,8.0,1964.0,AL,55.0,0.0,0.0
37,Alabama Power Co,Logan Martin Dam,42.7,Conventional Hydroelectric,WAT,HY,8.0,1964.0,AL,55.0,0.0,0.0
38,Alabama Power Co,Logan Martin Dam,42.7,Conventional Hydroelectric,WAT,HY,8.0,1964.0,AL,55.0,0.0,0.0
39,Alabama Power Co,Lay Dam,29.5,Conventional Hydroelectric,WAT,HY,4.0,1968.0,AL,51.0,0.0,0.0
40,Alabama Power Co,Lay Dam,29.5,Conventional Hydroelectric,WAT,HY,4.0,1968.0,AL,51.0,0.0,0.0
41,Alabama Power Co,Lay Dam,29.5,Conventional Hydroelectric,WAT,HY,12.0,1967.0,AL,52.0,0.0,0.0
42,Alabama Power Co,Lay Dam,29.5,Conventional Hydroelectric,WAT,HY,10.0,1967.0,AL,52.0,0.0,0.0
43,Alabama Power Co,Lay Dam,29.5,Conventional Hydroelectric,WAT,HY,5.0,1967.0,AL,52.0,0.0,0.0
44,Alabama Power Co,Lay Dam,29.5,Conventional Hydroelectric,WAT,HY,2.0,1967.0,AL,52.0,0.0,0.0
45,Alabama Power Co,Martin Dam,50.2,Conventional Hydroelectric,WAT,HY,1.0,1927.0,AL,92.0,0.0,0.0
46,Alabama Power Co,Martin Dam,50.2,Conventional Hydroelectric,WAT,HY,1.0,1927.0,AL,92.0,0.0,0.0
47,Alabama Power Co,Martin Dam,50.2,Conventional Hydroelectric,WAT,HY,1.0,1927.0,AL,92.0,0.0,0.0
48,Alabama Power Co,Martin Dam,60.0,Conventional Hydroelectric,WAT,HY,7.0,1952.0,AL,67.0,0.0,0.0
49,Alabama Power Co,Mitchell Dam,20.0,Conventional Hydroelectric,WAT,HY,11.0,1949.0,AL,70.0,0.0,0.0
50,Alabama Power Co,Mitchell Dam,50.0,Conventional Hydroelectric,WAT,HY,4.0,1985.0,AL,34.0,0.0,0.0
51,Alabama Power Co,Mitchell Dam,50.0,Conventional Hydroelectric,WAT,HY,4.0,1985.0,AL,34.0,0.0,0.0
52,Alabama Power Co,Mitchell Dam,50.0,Conventional Hydroelectric,WAT,HY,4.0,1985.0,AL,34.0,0.0,0.0
53,Alabama Power Co,Lewis Smith Dam,90.5,Conventional Hydroelectric,WAT,HY,9.0,1961.0,AL,58.0,0.0,0.0
54,Alabama Power Co,Lewis Smith Dam,90.5,Conventional Hydroelectric,WAT,HY,7.0,1962.0,AL,57.0,0.0,0.0
55,Alabama Power Co,Thurlow Dam,40.5,Conventional Hydroelectric,WAT,HY,1.0,1931.0,AL,88.0,0.0,0.0
56,Alabama Power Co,Thurlow Dam,40.5,Conventional Hydroelectric,WAT,HY,1.0,1931.0,AL,88.0,0.0,0.0
57,Alabama Power Co,Thurlow Dam,10.0,Conventional Hydroelectric,WAT,HY,1.0,1931.0,AL,88.0,0.0,0.0
58,Alabama Power Co,Weiss Dam,29.2,Conventional Hydroelectric,WAT,HY,7.0,1962.0,AL,57.0,0.0,0.0
59,Alabama Power Co,Weiss Dam,29.2,Conventional Hydroelectric,WAT,HY,6.0,1961.0,AL,58.0,0.0,0.0
60,Alabama Power Co,Weiss Dam,29.2,Conventional Hydroelectric,WAT,HY,6.0,1961.0,AL,58.0,0.0,0.0
61,Alabama Power Co,Yates Dam,25.5,Conventional Hydroelectric,WAT,HY,7.0,1928.0,AL,91.0,0.0,0.0
62,Alabama Power Co,Yates Dam,25.0,Conventional Hydroelectric,WAT,HY,7.0,1928.0,AL,91.0,0.0,0.0
63,Alabama Power Co,E C Gaston,272.0,Natural Gas Steam Turbine,NG,ST,5.0,1960.0,AL,59.0,0.059,16.048
64,Alabama Power Co,E C Gaston,272.0,Natural Gas Steam Turbine,NG,ST,7.0,1960.0,AL,59.0,0.059,16.048
65,Alabama Power Co,E C Gaston,272.0,Natural Gas Steam Turbine,NG,ST,6.0,1961.0,AL,58.0,0.059,16.048
66,Alabama Power Co,E C Gaston,952.0,Conventional Steam Coal,BIT,ST,8.0,1974.0,AL,45.0,0.1,95.2
67,Alabama Power Co,E C Gaston,21.2,Petroleum Liquids,DFO,GT,6.0,1970.0,AL,49.0,0.08,1.696
68,Alabama Power Co,E C Gaston,244.8,Natural Gas Steam Turbine,NG,ST,6.0,1962.0,AL,57.0,0.059,14.4432
69,City of Madelia - (MN),Madelia,3.1,Natural Gas Internal Combustion Engine,NG,IC,5.0,2001.0,MN,18.0,0.059,0.1829
70,City of Madelia - (MN),Madelia,2.0,Natural Gas Internal Combustion Engine,NG,IC,6.0,1965.0,MN,54.0,0.059,0.118
71,City of Madelia - (MN),Madelia,1.1,Natural Gas Internal Combustion Engine,NG,IC,1.0,1959.0,MN,60.0,0.059,0.0649
72,City of Madelia - (MN),Madelia,4.3,Natural Gas Internal Combustion Engine,NG,IC,6.0,1973.0,MN,46.0,0.059,0.2537
73,City of Madelia - (MN),Madelia,1.3,Natural Gas Internal Combustion Engine,NG,IC,3.0,1954.0,MN,65.0,0.059,0.0767
75,USCE-Mobile District,Millers Ferry,33.7,Conventional Hydroelectric,WAT,HY,4.0,1970.0,AL,49.0,0.0,0.0
76,USCE-Mobile District,Millers Ferry,33.7,Conventional Hydroelectric,WAT,HY,4.0,1970.0,AL,49.0,0.0,0.0
77,USCE-Mobile District,Millers Ferry,33.7,Conventional Hydroelectric,WAT,HY,5.0,1970.0,AL,49.0,0.0,0.0
78,Tennessee Valley Authority,Browns Ferry,1152.0,Nuclear,NUC,ST,8.0,1974.0,AL,45.0,0.0,0.0
79,Tennessee Valley Authority,Browns Ferry,1152.0,Nuclear,NUC,ST,3.0,1975.0,AL,44.0,0.0,0.0
80,Tennessee Valley Authority,Browns Ferry,1190.0,Nuclear,NUC,ST,3.0,1977.0,AL,42.0,0.0,0.0
81,Tennessee Valley Authority,Colbert,59.5,Natural Gas Fired Combustion Turbine,NG,GT,9.0,1972.0,AL,47.0,0.059,3.5105
82,Tennessee Valley Authority,Colbert,59.5,Natural Gas Fired Combustion Turbine,NG,GT,9.0,1972.0,AL,47.0,0.059,3.5105
83,Tennessee Valley Authority,Colbert,59.5,Natural Gas Fired Combustion Turbine,NG,GT,9.0,1972.0,AL,47.0,0.059,3.5105
84,Tennessee Valley Authority,Colbert,59.5,Natural Gas Fired Combustion Turbine,NG,GT,9.0,1972.0,AL,47.0,0.059,3.5105
85,Tennessee Valley Authority,Colbert,59.5,Natural Gas Fired Combustion Turbine,NG,GT,9.0,1972.0,AL,47.0,0.059,3.5105
86,Tennessee Valley Authority,Colbert,59.5,Natural Gas Fired Combustion Turbine,NG,GT,9.0,1972.0,AL,47.0,0.059,3.5105
87,Tennessee Valley Authority,Colbert,59.5,Natural Gas Fired Combustion Turbine,NG,GT,9.0,1972.0,AL,47.0,0.059,3.5105
88,Tennessee Valley Authority,Colbert,59.5,Natural Gas Fired Combustion Turbine,NG,GT,9.0,1972.0,AL,47.0,0.059,3.5105
89,Tennessee Valley Authority,Guntersville,28.8,Conventional Hydroelectric,WAT,HY,8.0,1939.0,AL,80.0,0.0,0.0
90,Tennessee Valley Authority,Guntersville,28.8,Conventional Hydroelectric,WAT,HY,10.0,1939.0,AL,80.0,0.0,0.0
91,Tennessee Valley Authority,Guntersville,28.8,Conventional Hydroelectric,WAT,HY,12.0,1939.0,AL,80.0,0.0,0.0
92,Tennessee Valley Authority,Guntersville,28.8,Conventional Hydroelectric,WAT,HY,3.0,1952.0,AL,67.0,0.0,0.0
93,Tennessee Valley Authority,Wheeler Dam,35.1,Conventional Hydroelectric,WAT,HY,11.0,1936.0,AL,83.0,0.0,0.0
94,Tennessee Valley Authority,Wheeler Dam,36.0,Conventional Hydroelectric,WAT,HY,6.0,1963.0,AL,56.0,0.0,0.0
95,Tennessee Valley Authority,Wheeler Dam,43.6,Conventional Hydroelectric,WAT,HY,12.0,1963.0,AL,56.0,0.0,0.0
96,Tennessee Valley Authority,Wheeler Dam,35.1,Conventional Hydroelectric,WAT,HY,4.0,1937.0,AL,82.0,0.0,0.0
97,Tennessee Valley Authority,Wheeler Dam,35.1,Conventional Hydroelectric,WAT,HY,1.0,1941.0,AL,78.0,0.0,0.0
98,Tennessee Valley Authority,Wheeler Dam,35.1,Conventional Hydroelectric,WAT,HY,3.0,1941.0,AL,78.0,0.0,0.0
99,Tennessee Valley Authority,Wheeler Dam,35.1,Conventional Hydroelectric,WAT,HY,10.0,1948.0,AL,71.0,0.0,0.0
100,Tennessee Valley Authority,Wheeler Dam,35.1,Conventional Hydroelectric,WAT,HY,2.0,1949.0,AL,70.0,0.0,0.0
101,Tennessee Valley Authority,Wheeler Dam,35.1,Conventional Hydroelectric,WAT,HY,12.0,1949.0,AL,70.0,0.0,0.0
102,Tennessee Valley Authority,Wheeler Dam,35.1,Conventional Hydroelectric,WAT,HY,3.0,1950.0,AL,69.0,0.0,0.0
103,Tennessee Valley Authority,Wheeler Dam,43.6,Conventional Hydroelectric,WAT,HY,12.0,1962.0,AL,57.0,0.0,0.0
104,Cleco Power LLC,Dolet Hills,720.7,Conventional Steam Coal,LIG,ST,4.0,1986.0,LA,33.0,0.1,72.07000000000001
105,PowerSouth Energy Cooperative,Gantt,1.2,Conventional Hydroelectric,WAT,HY,1.0,1926.0,AL,93.0,0.0,0.0
106,PowerSouth Energy Cooperative,Gantt,1.8,Conventional Hydroelectric,WAT,HY,2.0,1985.0,AL,34.0,0.0,0.0
107,"East Kentucky Power Coop, Inc",J K Smith,149.0,Natural Gas Fired Combustion Turbine,NG,GT,3.0,1999.0,KY,20.0,0.059,8.791
108,"East Kentucky Power Coop, Inc",J K Smith,98.0,Natural Gas Fired Combustion Turbine,NG,GT,5.0,2010.0,KY,9.0,0.059,5.782
109,"East Kentucky Power Coop, Inc",J K Smith,149.0,Natural Gas Fired Combustion Turbine,NG,GT,1.0,1999.0,KY,20.0,0.059,8.791
110,"East Kentucky Power Coop, Inc",J K Smith,149.0,Natural Gas Fired Combustion Turbine,NG,GT,4.0,1999.0,KY,20.0,0.059,8.791
111,"East Kentucky Power Coop, Inc",J K Smith,108.0,Natural Gas Fired Combustion Turbine,NG,GT,11.0,2001.0,KY,18.0,0.059,6.372
112,"East Kentucky Power Coop, Inc",J K Smith,108.0,Natural Gas Fired Combustion Turbine,NG,GT,11.0,2001.0,KY,18.0,0.059,6.372
113,"East Kentucky Power Coop, Inc",J K Smith,98.0,Natural Gas Fired Combustion Turbine,NG,GT,1.0,2005.0,KY,14.0,0.059,5.782
114,"East Kentucky Power Coop, Inc",J K Smith,98.0,Natural Gas Fired Combustion Turbine,NG,GT,1.0,2005.0,KY,14.0,0.059,5.782
115,"East Kentucky Power Coop, Inc",J K Smith,98.0,Natural Gas Fired Combustion Turbine,NG,GT,5.0,2010.0,KY,9.0,0.059,5.782
116,PowerSouth Energy Cooperative,Point A,1.6,Conventional Hydroelectric,WAT,HY,1.0,1925.0,AL,94.0,0.0,0.0
117,PowerSouth Energy Cooperative,Point A,1.6,Conventional Hydroelectric,WAT,HY,1.0,1925.0,AL,94.0,0.0,0.0
118,PowerSouth Energy Cooperative,Point A,2.0,Conventional Hydroelectric,WAT,HY,1.0,1949.0,AL,70.0,0.0,0.0
119,PowerSouth Energy Cooperative,Charles R Lowman,66.0,Conventional Steam Coal,BIT,ST,6.0,1969.0,AL,50.0,0.1,6.6000000000000005
120,PowerSouth Energy Cooperative,Charles R Lowman,236.0,Conventional Steam Coal,BIT,ST,6.0,1978.0,AL,41.0,0.1,23.6
121,PowerSouth Energy Cooperative,Charles R Lowman,236.0,Conventional Steam Coal,BIT,ST,6.0,1980.0,AL,39.0,0.1,23.6
122,City of Grand Island - (NE),Platte,109.8,Conventional Steam Coal,SUB,ST,12.0,1982.0,NE,37.0,0.1,10.98
123,City of Hastings - (NE),Whelan Energy Center,76.3,Conventional Steam Coal,RC,ST,7.0,1981.0,NE,38.0,0.1,7.63
124,City of Hastings - (NE),Whelan Energy Center,248.0,Conventional Steam Coal,SUB,ST,6.0,2011.0,NE,8.0,0.1,24.8
125,Alaska Electric Light&Power Co,Annex Creek,1.8,Conventional Hydroelectric,WAT,HY,12.0,1915.0,AK,104.0,0.0,0.0
126,Alaska Electric Light&Power Co,Annex Creek,2.2,Conventional Hydroelectric,WAT,HY,12.0,1915.0,AK,104.0,0.0,0.0
127,Alaska Electric Light&Power Co,Gold Creek,0.8,Conventional Hydroelectric,WAT,HY,9.0,1951.0,AK,68.0,0.0,0.0
128,Alaska Electric Light&Power Co,Gold Creek,0.4,Conventional Hydroelectric,WAT,HY,11.0,1914.0,AK,105.0,0.0,0.0
129,Alaska Electric Light&Power Co,Gold Creek,0.4,Conventional Hydroelectric,WAT,HY,11.0,1914.0,AK,105.0,0.0,0.0
130,Alaska Electric Light&Power Co,Gold Creek,1.2,Petroleum Liquids,DFO,IC,6.0,1952.0,AK,67.0,0.08,0.096
131,Alaska Electric Light&Power Co,Gold Creek,1.2,Petroleum Liquids,DFO,IC,8.0,1954.0,AK,65.0,0.08,0.096
132,Alaska Electric Light&Power Co,Gold Creek,1.1,Petroleum Liquids,DFO,IC,8.0,1961.0,AK,58.0,0.08,0.08800000000000001
133,Alaska Electric Light&Power Co,Gold Creek,3.5,Petroleum Liquids,DFO,IC,9.0,1963.0,AK,56.0,0.08,0.28
134,Alaska Electric Light&Power Co,Gold Creek,1.1,Petroleum Liquids,DFO,IC,10.0,1966.0,AK,53.0,0.08,0.08800000000000001
135,Alaska Electric Light&Power Co,Lemon Creek,2.5,Petroleum Liquids,DFO,IC,8.0,1969.0,AK,50.0,0.08,0.2
136,Alaska Electric Light&Power Co,Lemon Creek,2.6,Petroleum Liquids,DFO,IC,9.0,1969.0,AK,50.0,0.08,0.20800000000000002
137,Alaska Electric Light&Power Co,Lemon Creek,2.6,Petroleum Liquids,DFO,IC,9.0,1974.0,AK,45.0,0.08,0.20800000000000002
138,Alaska Electric Light&Power Co,Lemon Creek,18.6,Petroleum Liquids,DFO,GT,9.0,1980.0,AK,39.0,0.08,1.4880000000000002
139,Alaska Electric Light&Power Co,Lemon Creek,18.6,Petroleum Liquids,DFO,GT,8.0,1983.0,AK,36.0,0.08,1.4880000000000002
140,Alaska Electric Light&Power Co,Lemon Creek,2.8,Petroleum Liquids,DFO,IC,8.0,1983.0,AK,36.0,0.08,0.22399999999999998
141,Alaska Electric Light&Power Co,Lemon Creek,2.8,Petroleum Liquids,DFO,IC,9.0,1984.0,AK,35.0,0.08,0.22399999999999998
142,Alaska Electric Light&Power Co,Lemon Creek,2.8,Petroleum Liquids,DFO,IC,9.0,1984.0,AK,35.0,0.08,0.22399999999999998
143,Alaska Electric Light&Power Co,Lemon Creek,2.8,Petroleum Liquids,DFO,IC,9.0,1984.0,AK,35.0,0.08,0.22399999999999998
144,Alaska Electric Light&Power Co,Lemon Creek,2.8,Petroleum Liquids,DFO,IC,8.0,1985.0,AK,34.0,0.08,0.22399999999999998
145,Alaska Electric Light&Power Co,Lemon Creek,2.8,Petroleum Liquids,DFO,IC,8.0,1985.0,AK,34.0,0.08,0.22399999999999998
146,Alaska Electric Light&Power Co,Salmon Creek 1,8.5,Conventional Hydroelectric,WAT,HY,12.0,1984.0,AK,35.0,0.0,0.0
147,Alaska Power and Telephone Co,Skagway,0.4,Conventional Hydroelectric,WAT,HY,7.0,1957.0,AK,62.0,0.0,0.0
148,Alaska Power and Telephone Co,Skagway,0.1,Conventional Hydroelectric,WAT,HY,7.0,1909.0,AK,110.0,0.0,0.0
149,Alaska Power and Telephone Co,Skagway,0.3,Conventional Hydroelectric,WAT,HY,7.0,1981.0,AK,38.0,0.0,0.0
150,Alaska Power and Telephone Co,Skagway,0.2,Conventional Hydroelectric,WAT,HY,7.0,1987.0,AK,32.0,0.0,0.0
151,Alaska Power and Telephone Co,Skagway,0.8,Petroleum Liquids,DFO,IC,4.0,1986.0,AK,33.0,0.08,0.064
152,Alaska Power and Telephone Co,Skagway,1.1,Petroleum Liquids,DFO,IC,5.0,1996.0,AK,23.0,0.08,0.08800000000000001
153,Alaska Power and Telephone Co,Skagway,0.5,Petroleum Liquids,DFO,IC,9.0,1991.0,AK,28.0,0.08,0.04
154,Alaska Power and Telephone Co,Skagway,1.0,Petroleum Liquids,DFO,IC,4.0,2009.0,AK,10.0,0.08,0.08
155,Alaska Power and Telephone Co,Haines,1.2,Petroleum Liquids,DFO,IC,5.0,1991.0,AK,28.0,0.08,0.096
156,Alaska Power and Telephone Co,Haines,1.9,Petroleum Liquids,DFO,IC,1.0,2006.0,AK,13.0,0.08,0.152
157,Alaska Power and Telephone Co,Haines,0.6,Petroleum Liquids,DFO,IC,6.0,1968.0,AK,51.0,0.08,0.048
158,Alaska Power and Telephone Co,Haines,2.8,Petroleum Liquids,DFO,IC,12.0,1995.0,AK,24.0,0.08,0.22399999999999998
159,Alaska Power and Telephone Co,Haines,1.6,Petroleum Liquids,DFO,IC,10.0,1996.0,AK,23.0,0.08,0.128
162,Kodiak Electric Assn Inc,Terror Lake Microgrid,11.2,Conventional Hydroelectric,WAT,HY,12.0,1984.0,AK,35.0,0.0,0.0
163,Kodiak Electric Assn Inc,Terror Lake Microgrid,11.2,Conventional Hydroelectric,WAT,HY,12.0,1984.0,AK,35.0,0.0,0.0
164,Kodiak Electric Assn Inc,Terror Lake Microgrid,11.2,Conventional Hydroelectric,WAT,HY,2.0,2014.0,AK,5.0,0.0,0.0
165,Metropolitan Water District of S CA,Venice Hydro,10.1,Conventional Hydroelectric,WAT,HY,8.0,1982.0,CA,37.0,0.0,0.0
166,Anchorage Municipal Light and Power,Anchorage 1,48.9,Natural Gas Fired Combustion Turbine,NG,GT,8.0,2007.0,AK,12.0,0.059,2.8850999999999996
167,Anchorage Municipal Light and Power,Anchorage 1,27.0,Natural Gas Fired Combustion Turbine,NG,GT,3.0,1972.0,AK,47.0,0.059,1.593
168,Anchorage Municipal Light and Power,Anchorage 1,2.0,Petroleum Liquids,DFO,IC,2.0,2012.0,AK,7.0,0.08,0.16
169,Anchorage Municipal Light and Power,Eklutna Hydro Project,22.2,Conventional Hydroelectric,WAT,HY,1.0,1955.0,AK,64.0,0.0,0.0
170,Anchorage Municipal Light and Power,Eklutna Hydro Project,22.2,Conventional Hydroelectric,WAT,HY,4.0,1955.0,AK,64.0,0.0,0.0
171,Alaska Electric Light&Power Co,Snettisham,23.6,Conventional Hydroelectric,WAT,HY,11.0,1973.0,AK,46.0,0.0,0.0
172,Alaska Electric Light&Power Co,Snettisham,23.6,Conventional Hydroelectric,WAT,HY,11.0,1973.0,AK,46.0,0.0,0.0
173,Alaska Electric Light&Power Co,Snettisham,31.0,Conventional Hydroelectric,WAT,HY,12.0,1990.0,AK,29.0,0.0,0.0
177,Ketchikan Public Utilities,Ketchikan,1.4,Conventional Hydroelectric,WAT,HY,1.0,1952.0,AK,67.0,0.0,0.0
178,Ketchikan Public Utilities,Ketchikan,1.4,Conventional Hydroelectric,WAT,HY,1.0,1938.0,AK,81.0,0.0,0.0
179,Ketchikan Public Utilities,Ketchikan,1.4,Conventional Hydroelectric,WAT,HY,1.0,1954.0,AK,65.0,0.0,0.0
180,Ketchikan Public Utilities,S W Bailey,4.5,Petroleum Liquids,DFO,IC,1.0,1969.0,AK,50.0,0.08,0.36
181,Ketchikan Public Utilities,S W Bailey,4.5,Petroleum Liquids,DFO,IC,1.0,1970.0,AK,49.0,0.08,0.36
182,Ketchikan Public Utilities,S W Bailey,6.4,Petroleum Liquids,DFO,IC,1.0,1976.0,AK,43.0,0.08,0.512
183,Ketchikan Public Utilities,S W Bailey,10.5,Petroleum Liquids,DFO,IC,10.0,1998.0,AK,21.0,0.08,0.84
184,"Tri-State G & T Assn, Inc",Escalante,257.0,Conventional Steam Coal,SUB,ST,12.0,1984.0,NM,35.0,0.1,25.700000000000003
185,New York Power Authority,Ashokan,2.3,Conventional Hydroelectric,WAT,HY,11.0,1982.0,NY,37.0,0.0,0.0
186,New York Power Authority,Ashokan,2.3,Conventional Hydroelectric,WAT,HY,11.0,1982.0,NY,37.0,0.0,0.0
187,Nome Joint Utility Systems,Snake River,3.8,Petroleum Liquids,DFO,IC,4.0,1991.0,AK,28.0,0.08,0.304
188,Nome Joint Utility Systems,Snake River,2.0,Petroleum Liquids,DFO,IC,12.0,1999.0,AK,20.0,0.08,0.16
189,Nome Joint Utility Systems,Snake River,5.2,Petroleum Liquids,DFO,IC,11.0,2007.0,AK,12.0,0.08,0.41600000000000004
190,Nome Joint Utility Systems,Snake River,5.2,Petroleum Liquids,DFO,IC,11.0,2007.0,AK,12.0,0.08,0.41600000000000004
191,Nome Joint Utility Systems,Snake River,0.4,Petroleum Liquids,DFO,IC,1.0,2013.0,AK,6.0,0.08,0.032
192,Nome Joint Utility Systems,Snake River,0.8,Onshore Wind Turbine,WND,WT,1.0,2015.0,AK,4.0,0.0,0.0
193,Nome Joint Utility Systems,Snake River,0.9,Onshore Wind Turbine,WND,WT,7.0,2013.0,AK,6.0,0.0,0.0
194,Nome Joint Utility Systems,Snake River,0.9,Onshore Wind Turbine,WND,WT,7.0,2013.0,AK,6.0,0.0,0.0
195,Petersburg Borough - (AK),Petersburg,1.6,Conventional Hydroelectric,WAT,HY,3.0,1954.0,AK,65.0,0.0,0.0
196,Petersburg Borough - (AK),Petersburg,2.6,Petroleum Liquids,DFO,IC,12.0,1972.0,AK,47.0,0.08,0.20800000000000002
197,Petersburg Borough - (AK),Petersburg,1.2,Petroleum Liquids,DFO,IC,10.0,1965.0,AK,54.0,0.08,0.096
198,Petersburg Borough - (AK),Petersburg,0.6,Petroleum Liquids,DFO,IC,3.0,1979.0,AK,40.0,0.08,0.048
199,Petersburg Borough - (AK),Petersburg,0.8,Petroleum Liquids,DFO,IC,3.0,1979.0,AK,40.0,0.08,0.064
200,Petersburg Borough - (AK),Petersburg,2.6,Petroleum Liquids,DFO,IC,9.0,1993.0,AK,26.0,0.08,0.20800000000000002
201,Petersburg Borough - (AK),Petersburg,2.6,Petroleum Liquids,DFO,IC,8.0,2001.0,AK,18.0,0.08,0.20800000000000002
202,Petersburg Borough - (AK),Petersburg,2.5,Petroleum Liquids,DFO,IC,10.0,2012.0,AK,7.0,0.08,0.2
203,City of Seward - (AK),Seward (AK),2.5,Petroleum Liquids,DFO,IC,4.0,1975.0,AK,44.0,0.08,0.2
204,City of Seward - (AK),Seward (AK),2.5,Petroleum Liquids,DFO,IC,3.0,1986.0,AK,33.0,0.08,0.2
205,City of Seward - (AK),Seward (AK),2.5,Petroleum Liquids,DFO,IC,3.0,1985.0,AK,34.0,0.08,0.2
206,City of Seward - (AK),Seward (AK),2.8,Petroleum Liquids,DFO,IC,12.0,2000.0,AK,19.0,0.08,0.22399999999999998
